id,Stationsname,Lon,Lat,Höhe [m],Startdatum,Enddatum,Bundesland
12203,Kitzbühel,12.38917,47.44389,772.0,2014-11-18 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
12208,Kitzbühel,12.39639,47.4425,757.0,2016-06-07 00:00:00+00:00,2019-12-01 00:00:00+00:00,Tirol
12215,Hahnenkamm-Ehrenbachhöhe,12.35928,47.41831,1793.8,1992-11-12 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
12216,Hahnenkamm-Sonnenrast,12.359445,47.409168,1667.0,2016-10-20 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
12220,Uttendorf,12.569167,47.262779,803.0,1961-09-01 00:00:00+00:00,2008-10-31 00:00:00+00:00,Salzburg
12231,Mittersill,12.495833,47.279167,783.0,2017-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
12301,Saalbach,12.68917,47.37833,1022.0,1992-06-01 00:00:00+00:00,2008-12-31 00:00:00+00:00,Salzburg
12302,Saalbach,12.64844,47.38789,974.6,2008-09-30 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
12311,Schmittenhöhe,12.73794,47.32872,1955.6,1983-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
12322,Zell am See,12.79528,47.32667,766.0,1984-07-12 00:00:00+00:00,2019-07-15 00:00:00+00:00,Salzburg
12323,Zell am See,12.78639,47.29,754.0,2019-07-16 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
12351,Hochfilzen,12.62111,47.47028,961.9,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
12352,Hochflizen,12.621111,47.470276,960.0,2008-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
12504,Bischofshofen,13.22111,47.40667,549.9,1996-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
12505,St. Johann im Pongau,13.18361,47.31528,634.0,1985-01-01 00:00:00+00:00,2008-02-29 00:00:00+00:00,Salzburg
12506,Bischofshofen-Buchberg,13.216666,47.400002,733.0,2001-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
12513,St. Veit im Pongau,13.155,47.32917,749.0,1984-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
12530,St. Johann im Pongau,13.18672,47.31981,634.2,2008-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
12615,Radstadt,13.45611,47.38528,858.0,1994-07-01 00:00:00+00:00,2017-11-08 00:00:00+00:00,Salzburg
12616,Radstadt-Tandalier,13.44083,47.38,835.0,2016-08-08 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
12700,Rohrmoos,13.659166,47.378334,1075.0,1981-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark
12711,Ramsau am Dachstein,13.63428,47.42514,1206.8,1991-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
12720,Dachstein-Hunerkogel,13.62639,47.46778,2700.0,2017-05-29 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich
12721,Dachstein-Schladminger Gletscher,13.6325,47.474445,2520.0,2017-11-13 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich
12811,Gröbming,13.90422,47.44678,765.5,2001-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
13000,Oberzeiring,14.496111,47.254723,933.0,1971-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark
13010,Pusterwald,14.375278,47.308056,1070.0,1978-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark
13116,Seckau,14.77861,47.27083,872.0,2002-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
13120,Kalwang,14.75961,47.42126,743.6,1994-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
13250,St. Michael bei Leoben,15.005,47.335556,570.0,1984-09-01 00:00:00+00:00,2013-05-14 00:00:00+00:00,Steiermark
13302,Bruck an der Mur,15.24972,47.40556,482.0,2004-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
13305,Kapfenberg,15.29828,47.44592,504.7,1997-03-01 00:00:00+00:00,2018-05-22 00:00:00+00:00,Steiermark
13308,Frohnleiten,15.315,47.25556,421.0,2008-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
13312,Leoben,15.08667,47.37833,544.0,2012-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
13400,Rechberg,15.416389,47.262779,926.0,1968-04-17 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark
13401,Kapfenberg Flugfeld,15.33556,47.45833,515.0,2018-05-23 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
13515,Fischbach,15.64389,47.44417,1034.4,1995-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
13600,Altenberg/Hartberg,16.031389,47.256668,429.0,1980-04-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark
13605,Hartberg,15.97861,47.28056,329.6,1994-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
13606,Rohrbach an der Lafnitz/Eichberg,15.93694,47.4,692.0,2009-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
13640,Kroisegg,16.042223,47.378613,444.0,2016-06-07 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland
13701,Bernstein,16.260555,47.405277,600.0,1990-03-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Burgenland
13702,Bernstein,16.26139,47.40833,630.8,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland
13706,Bad Tatzmannsdorf,16.225,47.33797,347.2,2004-09-17 00:00:00+00:00,2024-01-31 00:00:00+00:00,Burgenland
13707,Bad Tatzmannsdorf,16.228056,47.328056,332.0,2024-01-24 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland
13805,Hirschenstein,16.379168,47.345276,858.9,2007-02-14 00:00:00+00:00,2014-09-16 00:00:00+00:00,Burgenland
13811,Rechnitz,16.45417,47.30139,308.0,2006-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland
13907,Lutzmannsburg,16.64556,47.46528,200.8,2000-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland
14103,Bludenz,9.82944,47.14778,571.0,2015-09-15 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg
14104,Bludenz,9.823611,47.154167,564.8,2007-08-01 00:00:00+00:00,2015-09-09 00:00:00+00:00,Vorarlberg
14105,Bludenz,9.835834,47.142222,575.0,2001-08-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg
14115,Brand,9.73833,47.10306,1029.0,2001-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg
14200,Vandans,9.864445,47.089443,670.0,1977-07-01 00:00:00+00:00,2008-05-31 00:00:00+00:00,Vorarlberg
14301,St. Anton am Arlberg,10.27,47.13167,1289.0,2002-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14302,St. Anton am Arlberg,10.26667,47.13139,1304.1,2007-08-03 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14305,Galzig,10.23028,47.12972,2079.0,1993-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14308,Valluga,10.21278,47.1575,2805.0,2011-02-14 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14310,Langen am Arlberg,10.124722,47.134998,1270.0,1895-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg
14311,Langen am Arlberg,10.12333,47.13167,1221.0,2007-08-06 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg
14403,Landeck,10.56364,47.14025,795.6,1993-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14512,Imst,10.741111,47.24889,860.0,1987-12-17 00:00:00+00:00,2024-10-08 00:00:00+00:00,Tirol
14513,Imst,10.74222,47.23694,773.0,2007-08-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14521,Prutz,10.66472,47.06861,871.0,2004-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14602,Haiming,10.879167,47.25861,663.0,2000-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14603,Haiming,10.88944,47.25972,659.0,2007-08-19 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14621,St. Leonhard-Neurur,10.864445,47.022221,1462.0,1983-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14622,St. Leonhard im Pitztal,10.86556,47.02722,1454.4,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14631,Umhausen,10.92889,47.13917,1035.0,2003-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14701,Neustift/Milders,11.29194,47.10278,1006.6,2004-11-06 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14801,Brenner,11.513333,47.005554,1445.0,1992-10-01 00:00:00+00:00,2015-01-31 00:00:00+00:00,Tirol
14802,Brenner,11.51083,47.00722,1412.0,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14810,Patscherkofel,11.462222,47.209446,2247.0,1966-12-16 00:00:00+00:00,2010-09-30 00:00:00+00:00,Tirol
14812,Patscherkofel,11.46222,47.20889,2251.0,1993-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14821,Rinn,11.501667,47.25,895.0,2000-04-01 00:00:00+00:00,2025-05-13 00:00:00+00:00,Tirol
14822,Rinn,11.50389,47.24917,924.1,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14825,Schmirn,11.58028,47.08722,1464.0,2004-11-06 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14833,Steinach am Brenner,11.46611,47.09833,1036.0,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14834,Steinach in Tirol,11.466666,47.083332,1025.0,2009-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
14912,Hintertux,11.675,47.10694,1505.0,2013-02-22 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
15001,Mayrhofen,11.850555,47.159443,643.0,1992-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
15002,Mayrhofen,11.85139,47.1625,640.0,2007-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
15105,Krimml,12.18197,47.22911,1008.8,1997-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
15210,Virgen,12.45592,47.00278,1211.9,1992-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
15300,Enzingerboden,12.633333,47.166667,1480.0,1962-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
15310,Mooserboden,12.716666,47.150002,2036.0,1944-09-01 00:00:00+00:00,2008-06-30 00:00:00+00:00,Salzburg
15321,Rudolfshütte,12.62594,47.13492,2317.0,1992-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
15343,Kals,12.646111,47.003334,1338.0,1993-04-30 00:00:00+00:00,2007-12-31 00:00:00+00:00,Tirol
15344,Kals,12.6465,47.00478,1352.4,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
15402,Rauris,12.99262,47.22353,933.8,1992-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
15410,Sonnblick,12.9575,47.05417,3109.0,1886-10-01 00:00:00+00:00,2008-12-31 00:00:00+00:00,Salzburg
15411,Sonnblick,12.9575,47.05417,3109.0,1986-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
15430,Kolm-Saigurn,12.98472,47.06944,1626.2,1995-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
15501,Bad Gastein,13.13336,47.11056,1092.0,2009-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
15506,Bad Hofgastein,13.108056,47.161944,842.0,2013-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
15509,Großarltal,13.19478,47.24144,882.3,2011-02-14 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
15515,Bad Gastein/Böckstein,13.120833,47.092777,1100.0,1995-11-01 00:00:00+00:00,2009-12-31 00:00:00+00:00,Salzburg
15610,Obertauern,13.55972,47.24889,1772.0,1995-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
15640,Kölnbreinsperre,13.346111,47.08305,1916.0,2021-11-23 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
15701,St. Michael im Lungau,13.63167,47.095,1049.0,1988-07-01 00:00:00+00:00,2008-10-31 00:00:00+00:00,Salzburg
15702,St. Michael im Lungau,13.62269,47.09447,1051.9,2008-06-25 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
15711,Tamsweg,13.81,47.124722,1025.0,1998-06-01 00:00:00+00:00,2008-09-30 00:00:00+00:00,Salzburg
15712,Tamsweg,13.80833,47.13306,1025.0,2008-06-25 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
15715,Katschberg,13.61472,47.06056,1635.0,1998-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
15721,Mariapfarr,13.745,47.15222,1151.0,1991-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg
15800,Flattnitz,14.035277,46.944721,1438.0,1970-09-01 00:00:00+00:00,2007-09-30 00:00:00+00:00,Kärnten
15901,Oberwölz,14.28669,47.20206,842.1,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
15905,Krakauebene,13.952778,47.188057,1312.0,1990-10-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark
15912,Stolzalpe,14.18822,47.12303,1291.0,2007-07-24 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
15920,Murau,14.17694,47.11111,816.0,1989-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
16015,Neumarkt,14.42472,47.06972,869.0,1993-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
16101,Zeltweg,14.74689,47.19983,677.6,1992-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
16300,Lobming,15.178333,47.043056,414.0,1961-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark
16308,Köflach,15.087222,47.070277,465.0,2004-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
16400,Graz Thalerhof Flughafen,15.44,46.98056,340.0,1950-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
16411,St. Radegund,15.48978,47.18211,726.3,1986-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
16412,Graz Universität,15.44892,47.07767,366.7,1988-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
16413,Graz Straßgang,15.41028,47.04611,356.5,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
16414,Graz Universität/Heinrichstraße,15.448056,47.08,366.0,2022-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
16421,Schöckl,15.46639,47.19861,1443.0,1992-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
16500,Gleisdorf,15.710834,47.113335,375.0,1961-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark
16501,Gleisdorf,15.70806,47.11556,377.3,2007-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
16511,Laßnitzhöhe,15.59222,47.07361,530.0,1990-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
16520,Weiz,15.635555,47.218613,465.0,1940-05-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark
16521,Weiz,15.634444,47.218334,465.7,2007-06-01 00:00:00+00:00,2014-04-08 00:00:00+00:00,Steiermark
16600,Fürstenfeld,16.081667,47.031113,271.0,1936-01-01 00:00:00+00:00,2007-06-30 00:00:00+00:00,Steiermark
16601,Fürstenfeld,16.08083,47.03083,271.0,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
16702,Güssing,16.32186,47.0625,215.3,2008-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland
16710,Wörterberg,16.09833,47.22722,400.0,1929-07-02 00:00:00+00:00,2007-12-31 00:00:00+00:00,Burgenland
16711,Wörterberg,16.09678,47.22619,403.6,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland
16800,Kleinzicken,16.326667,47.2075,263.0,1993-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland
16905,Gaschurn,10.02861,46.98583,976.3,2007-08-01 00:00:00+00:00,2021-10-06 00:00:00+00:00,Vorarlberg
16906,Gaschurn,10.031667,46.980278,985.0,2020-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg
16910,Partenen,10.05,46.966667,1028.0,1963-10-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,Vorarlberg
17002,Galtür,10.18556,46.96806,1587.0,1996-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
17003,Galtür,10.189167,46.964443,1615.0,2012-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
17004,Galtür,10.185833,46.972778,1648.0,2008-09-01 00:00:00+00:00,2012-05-31 00:00:00+00:00,Tirol
17005,Ischgl-Idalpe,10.31722,46.9825,2327.0,1984-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
17006,Ischgl-Idalpe,10.317223,46.981945,2323.0,2009-01-01 00:00:00+00:00,2022-06-30 00:00:00+00:00,Tirol
17102,Nauders,10.49694,46.89111,1330.2,2004-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
17301,Obergurgl,11.02444,46.86694,1941.0,1999-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
17315,Pitztaler Gletscher,10.87914,46.92706,2863.9,1994-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
17320,Brunnenkogel,10.86167,46.91278,3437.0,2003-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
17700,St. Jakob im Defereggental,12.354445,46.917221,1385.0,1938-01-01 00:00:00+00:00,2007-10-31 00:00:00+00:00,Tirol
17701,St. Jakob im Defereggental,12.35389,46.91694,1383.0,2007-07-06 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
17901,Lienz,12.80639,46.82555,661.0,1985-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
18001,Döllach,12.9025,46.95806,1071.0,2004-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
18010,Iselsberg,12.858055,46.855556,1190.0,1979-09-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten
18111,Mallnitz,13.16667,46.99194,1197.0,1987-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
18121,Obervellach,13.22333,46.92889,809.0,1986-12-01 00:00:00+00:00,2015-02-01 00:00:00+00:00,Kärnten
18122,Obervellach,13.19444,46.93528,688.0,2014-07-09 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
18210,Millstatt,13.57278,46.80806,721.0,1982-06-24 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
18225,Spittal an der Drau,13.48725,46.7905,541.7,1993-06-08 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
18231,Gmünd,13.53417,46.90278,738.4,2008-07-23 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
18402,Flattnitz,14.03611,46.94083,1437.2,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
18500,Weitensfeld,14.19639,46.84444,705.0,1985-09-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten
18502,Weitensfeld,14.19083,46.84917,704.0,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
18600,Friesach,14.42,46.955276,634.0,1958-05-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten
18601,Friesach,14.40583,46.95861,640.0,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
18621,St. Veit an der Glan,14.345834,46.759724,475.0,1997-03-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten
18622,St. Veit an der Glan,14.38556,46.73917,462.6,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
18705,St. Andrä im Lavanttal,14.82806,46.76417,403.0,1993-03-11 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
18805,Preitenegg,14.920278,46.938333,1059.0,1993-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
18906,Deutschlandsberg,15.22694,46.82167,354.0,2001-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
19021,Leibnitz-Wagna,15.55289,46.76739,267.9,2003-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
19204,Bad Gleichenberg,15.90361,46.87222,269.0,2003-04-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
19205,Feldbach,15.87972,46.94889,323.0,1998-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
19505,Sillian,12.42358,46.74644,1081.4,1996-09-19 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol
19700,Dellach,13.08286,46.74189,628.2,1983-05-05 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
19710,Kornat,12.889444,46.688057,1047.0,1948-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten
19711,Kornat,12.888889,46.685001,990.0,2017-05-22 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
19715,Vorhegg,12.972222,46.677776,1020.0,1990-12-01 00:00:00+00:00,2010-04-30 00:00:00+00:00,Kärnten
19720,Kötschach-Mauthen,12.99833,46.67638,705.0,1987-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
19800,Reisach,13.154166,46.648335,646.0,1961-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten
19821,Weißensee-Gatschach,13.28583,46.71861,949.0,1982-10-14 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
19911,Hermagor,13.49222,46.60972,561.6,2008-07-23 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20001,Bad Bleiburg,13.688889,46.625,907.0,1985-05-01 00:00:00+00:00,2007-09-30 00:00:00+00:00,Kärnten
20002,Bad Bleiberg,13.68444,46.62528,908.7,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20010,Fresach,13.695,46.71444,748.0,1973-10-01 00:00:00+00:00,2008-09-30 00:00:00+00:00,Kärnten
20011,Fresach,13.68528,46.71528,683.0,2008-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20020,Villacher Alpe,13.67333,46.60361,2140.0,1921-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20021,Villacher Alpe,13.67278,46.60361,2117.0,1994-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20101,Kanzelhöhe,13.90194,46.67722,1520.0,2002-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20105,Arriach,13.85244,46.72769,890.2,1990-06-21 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20123,Villach Stadt,13.87389,46.61806,493.0,1993-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20201,Ferlach,14.295278,46.530277,460.0,2002-05-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten
20202,Ferlach,14.31417,46.53111,459.1,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20209,Klagenfurt/HTL1-Lastenstraße,14.316667,46.61944,441.0,2021-04-21 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20212,Klagenfurt Flughafen,14.31833,46.64833,450.0,1996-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20213,Klagenfurt,14.333333,46.650002,447.0,1996-11-01 00:00:00+00:00,2008-03-31 00:00:00+00:00,Kärnten
20220,Pörtschach,14.16528,46.63083,450.0,1982-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20270,Feldkirchen,14.09694,46.72194,546.4,1995-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20404,Feistritz ob Bleiburg,14.7675,46.55917,530.0,2003-08-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten
20408,Völkermarkt,14.618611,46.661388,473.1,2008-07-23 00:00:00+00:00,2015-10-13 00:00:00+00:00,Kärnten
20411,Völkermarkt Goldbrunnhof,14.639167,46.670834,466.0,2015-10-20 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20412,Feistritz ob Bleiburg,14.765,46.561389,523.0,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
20600,Wiel,15.129444,46.746113,928.0,1965-04-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark
20902,Bad Radkersburg,15.97944,46.68583,209.8,2001-02-01 00:00:00+00:00,2016-04-06 00:00:00+00:00,Steiermark
20903,Bad Radkersburg,15.99333,46.69222,207.0,2016-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark
21100,Loibl Tunnel,14.25,46.444443,1098.0,1959-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten
21101,Loibl Tunnel,14.24917,46.44389,1096.9,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
21300,Bad Eisenkappel,14.59333,46.49056,623.0,1982-11-18 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten
5901,Wien Hohe Warte,16.35639,48.24861,203.0,1880-04-01 00:00:00+00:00,2014-11-30 23:00:00+00:00,Wien
11801,Innsbruck Universität,11.385,47.260555,577.0,1921-12-01 00:00:00+00:00,2008-04-30 23:00:00+00:00,Tirol
12500,Bischofshofen,13.21667,47.4,550.0,1980-06-02 13:00:00+00:00,2008-06-30 23:00:00+00:00,Salzburg
14520,Prutz,10.666667,47.066666,870.0,1967-07-01 00:00:00+00:00,2008-01-31 23:00:00+00:00,Tirol
15600,Obertauern,13.56667,47.26667,1742.0,1984-08-23 14:00:00+00:00,2008-06-30 23:00:00+00:00,Salzburg
19600,St. Lorenzen im Lesachtal,12.783334,46.700001,1260.0,1980-01-01 00:00:00+00:00,2007-12-31 23:00:00+00:00,Kärnten
20210,Klagenfurt Flughafen,14.33333,46.65001,477.0,1883-08-01 00:00:00+00:00,2008-01-31 23:00:00+00:00,Kärnten
